id_car;pages_href
1;https://cars.av.by/renault/sandero/16705481
2;https://cars.av.by/opel/astra/16702002
3;https://cars.av.by/bmw/7-seriya/16699286
4;https://cars.av.by/ford/mondeo/16657401
5;https://cars.av.by/ford/mondeo/16569363
6;https://cars.av.by/nissan/primera/16557396
7;https://cars.av.by/opel/meriva/16555794
8;https://cars.av.by/ford/s-max/16541649
9;https://cars.av.by/kia/sportage/16454243
10;https://cars.av.by/nissan/murano/16426460
11;https://cars.av.by/opel/vectra/16380303
12;https://cars.av.by/toyota/sequoia/16375371
13;https://cars.av.by/mercedes-benz/s-klass/16310004
14;https://cars.av.by/mercedes-benz/vito/16299616
15;https://cars.av.by/honda/civic/15849557
16;https://cars.av.by/mercedes-benz/m-klass/15574080
17;https://cars.av.by/toyota/verso/15499524
18;https://cars.av.by/bmw/3-seriya/16535885
19;https://cars.av.by/peugeot/406/16610335
20;https://cars.av.by/bmw/5-seriya/16542594
21;https://cars.av.by/volvo/xc60/16657984
22;https://cars.av.by/volkswagen/passat/16694064
23;https://cars.av.by/peugeot/407/16682675
24;https://cars.av.by/toyota/corolla/14520505
25;https://cars.av.by/daewoo/matiz/16729154
26;https://cars.av.by/jaguar/xj/16519561
27;https://cars.av.by/bmw/3-seriya/16690705
28;https://cars.av.by/opel/corsa/16716281
29;https://cars.av.by/mercedes-benz/gl-klass/15799580
30;https://cars.av.by/nissan/almera/16738960
31;https://cars.av.by/skoda/octavia/16732200
32;https://cars.av.by/ssangyong/rexton/16750719
33;https://cars.av.by/honda/cr-v/12748263
34;https://cars.av.by/audi/a6/16724771
35;https://cars.av.by/volkswagen/jetta/16450000
36;https://cars.av.by/mazda/626/16604765
37;https://cars.av.by/volkswagen/passat/16710350
38;https://cars.av.by/mazda/626/16743400
39;https://cars.av.by/volkswagen/golf/16683594
40;https://cars.av.by/chrysler/voyager/16281773
41;https://cars.av.by/audi/80/16743070
42;https://cars.av.by/bmw/3-seriya/16673113
43;https://cars.av.by/mitsubishi/lancer/16591162
44;https://cars.av.by/dodge/neon/16749933
45;https://cars.av.by/bmw/3-seriya/16742459
46;https://cars.av.by/volkswagen/golf/16740386
47;https://cars.av.by/skoda/rapid/16737894
48;https://cars.av.by/citroen/xantia/16745559
49;https://cars.av.by/volkswagen/jetta/16742703
50;https://cars.av.by/mazda/6/16655769
51;https://cars.av.by/skoda/rapid/16582445
52;https://cars.av.by/land-rover/range-rover-sport/16551939
53;https://cars.av.by/citroen/c5/16735519
54;https://cars.av.by/volkswagen/polo-sedan/16728263
55;https://cars.av.by/opel/astra/15908782
56;https://cars.av.by/opel/astra/16682612
57;https://cars.av.by/land-rover/freelander/16547673
