id_car;pages_href
1;https://cars.av.by/dodge/caliber/16726758
2;https://cars.av.by/peugeot/407/16753728
3;https://cars.av.by/lada-vaz/granta/16750766
4;https://cars.av.by/audi/a6/16701723
5;https://cars.av.by/mercedes-benz/cl-amg/16474435
6;https://cars.av.by/renault/duster/16725584
7;https://cars.av.by/suzuki/swift/16722645
8;https://cars.av.by/toyota/corolla/16711084
9;https://cars.av.by/peugeot/806/16739149
10;https://cars.av.by/ford/grand-c-max/16730397
11;https://cars.av.by/skoda/fabia/16753727
12;https://cars.av.by/volvo/s70/16702609
13;https://cars.av.by/kia/rio/16732711
14;https://cars.av.by/volkswagen/passat/16687966
15;https://cars.av.by/audi/a6/16680200
16;https://cars.av.by/iran-khodro/samand/16662241
17;https://cars.av.by/volvo/s80/16753725
18;https://cars.av.by/mercedes-benz/b-klass/16730010
19;https://cars.av.by/volkswagen/jetta/16455935
20;https://cars.av.by/infiniti/fx/16415072
21;https://cars.av.by/kia/sportage/16724443
22;https://cars.av.by/renault/scenic/16753724
23;https://cars.av.by/nissan/qashqai/16749207
24;https://cars.av.by/land-rover/freelander/16308319
25;https://cars.av.by/ford/mondeo/16179390
26;https://cars.av.by/land-rover/discovery/16155332
27;https://cars.av.by/volvo/xc90/16601546
28;https://cars.av.by/ford/c-max/16670797
29;https://cars.av.by/opel/vectra/16717688
30;https://cars.av.by/renault/laguna/16549431
31;https://cars.av.by/alfa-romeo/146/16585577
32;https://cars.av.by/opel/zafira/16658404
33;https://cars.av.by/ford/kuga/16725306
34;https://cars.av.by/audi/a6/16420157
35;https://cars.av.by/volkswagen/caddy-maxi/16753722
36;https://cars.av.by/chevrolet/c-k/16455392
37;https://cars.av.by/bmw/5-seriya/16671415
38;https://cars.av.by/bmw/3-seriya/16526030
39;https://cars.av.by/dodge/journey/16681720
40;https://cars.av.by/mazda/3/16753720
41;https://cars.av.by/renault/espace/16753719
42;https://cars.av.by/opel/astra/16524552
43;https://cars.av.by/mazda/626/16753718
44;https://cars.av.by/hyundai/ix35/16727642
45;https://cars.av.by/renault/safrane/16667259
46;https://cars.av.by/volvo/xc90/16602544
47;https://cars.av.by/skoda/octavia/16730756
48;https://cars.av.by/ford/mondeo/16746516
49;https://cars.av.by/nissan/sunny/16750564
50;https://cars.av.by/honda/cr-v/16702460
51;https://cars.av.by/audi/a4/16479507
52;https://cars.av.by/ford/c-max/16375653
53;https://cars.av.by/opel/vectra/16590690
54;https://cars.av.by/renault/sandero/16734621
55;https://cars.av.by/hyundai/tucson/16743155
56;https://cars.av.by/mercedes-benz/r-klass/16704439
57;https://cars.av.by/volkswagen/passat/16711132
58;https://cars.av.by/volkswagen/passat/16644727
59;https://cars.av.by/citroen/c5/16753714
60;https://cars.av.by/citroen/c2/16753713
61;https://cars.av.by/bmw/3-seriya/16688025
62;https://cars.av.by/citroen/c4-grand-picasso/16710352
63;https://cars.av.by/peugeot/3008/14888491
64;https://cars.av.by/ford/c-max/16748584
65;https://cars.av.by/volkswagen/bora/16748456
66;https://cars.av.by/peugeot/407/16753712
67;https://cars.av.by/mitsubishi/space-runner/16546932
68;https://cars.av.by/volkswagen/golf/16745621
69;https://cars.av.by/opel/astra/16608680
70;https://cars.av.by/peugeot/307/16745602
71;https://cars.av.by/mazda/6/16722313
72;https://cars.av.by/renault/clio/16455450
73;https://cars.av.by/ford/tourneo-connect/16706093
74;https://cars.av.by/peugeot/307/16745592
75;https://cars.av.by/kia/sephia/16703573
76;https://cars.av.by/kia/sephia/16703573
77;https://cars.av.by/infiniti/g/16455390
